COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Ca4Sr4Fe2Ni6O24,Ca,Sr,,Fe,Ni,,O,5,295.582042574,-0.968002191706
Ca4Sr4Mn1Co7O24,Ca,Sr,,Mn,Co,,O,5,144.154498313,-1.26011572512
Ca4Sr4Mn1Ni7O24,Ca,Sr,,Mn,Ni,,O,5,347.29590062,-0.87117574074
Ca4Sr4Mn2Co6O24,Ca,Sr,,Mn,Co,,O,5,150.042027957,-1.30697348552
Ca4Sr4Mn4Co4O24,Ca,Sr,,Mn,Co,,O,5,138.575931764,-1.41460175634
Ca4Sr4Mn4Ni4O24,Ca,Sr,,Mn,Ni,,O,5,238.535058169,-1.21453244384
Ca4Sr4Mn6Co2O24,Ca,Sr,,Mn,Co,,O,5,139.231351323,-1.50855377716
Ca4Sr4Mn6Fe2O24,Ca,Sr,,Mn,Fe,,O,5,129.155595034,-1.58338634791
Ca4Sr4Mn6Ni2O24,Ca,Sr,,Mn,Ni,,O,5,184.330789526,-1.41339924591
Ca4Sr4Mn7Co1O24,Ca,Sr,,Mn,Co,,O,5,151.898311103,-1.54319053757
Ca4Sr4Mn7Fe1O24,Ca,Sr,,Mn,Fe,,O,5,132.392432958,-1.59507482295
Ca4Sr4Mn7Ni1O24,Ca,Sr,,Mn,Ni,,O,5,158.413405204,-1.51164789695
Ca4Sr4Ni4Co4O24,Ca,Sr,,Ni,Co,,O,5,247.909595074,-1.00350515221
Ca4Sr4Ni6Co2O24,Ca,Sr,,Ni,Co,,O,5,312.115625145,-0.881491120956
Ca4Sr4Ni7Co1O24,Ca,Sr,,Ni,Co,,O,5,324.945084288,-0.838083230331
Ca4Y4Co8O24,Ca,Y,,Co,,,O,4,93.7906657631,-1.55106063971
Ca4Y4Cr8O24,Ca,Y,,Cr,,,O,4,63.9648556079,-2.09636295071
Ca4Y4Fe8O24,Ca,Y,,Fe,,,O,4,74.8181406079,-1.82906042271
Ca4Y4Ga8O24,Ca,Y,,Ga,,,O,4,207.75718308,-1.93045360771
Ca4Y4Mn8O24,Ca,Y,,Mn,,,O,4,39.1108878587,-1.97093472298
Ca4Y4Ni8O24,Ca,Y,,Ni,,,O,4,166.347668574,-1.27828326471
Ca4Y4Sc8O24,Ca,Y,,Sc,,,O,4,142.323884358,-2.79338334471
Ca4Y4Ti8O24,Ca,Y,,Ti,,,O,4,0,-2.83836430204
Ca4Y4V8O24,Ca,Y,,V,,,O,4,0,-2.36095267471
Ca8Co4Ni4O24,Ca,,,Co,Ni,,O,4,286.026589026,-0.992446818206
Ca8Co6Ni2O24,Ca,,,Co,Ni,,O,4,234.660650824,-1.09386784946
Ca8Co7Ni1O24,Ca,,,Co,Ni,,O,4,207.904806722,-1.14565124008
Ca8Co8O24,Ca,,,Co,,,O,3,188.514712621,-1.19006888071
Ca8Cr8O24,Ca,,,Cr,,,O,3,0,-1.94395069171
Ca8Fe1Co7O24,Ca,,,Fe,Co,,O,4,189.093084477,-1.22186891608
Ca8Fe1Ni7O24,Ca,,,Fe,Ni,,O,4,367.138367404,-0.869899181706
Ca8Fe2Co6O24,Ca,,,Fe,Co,,O,4,193.229456332,-1.25011095146
Ca8Fe2Ni6O24,Ca,,,Fe,Ni,,O,4,342.040019378,-0.953671857706
Ca8Fe4Co4O24,Ca,,,Fe,Co,,O,4,183.151200043,-1.32494602221
Ca8Fe4Ni4O24,Ca,,,Fe,Ni,,O,4,291.099073324,-1.12196145971
Ca8Fe6Co2O24,Ca,,,Fe,Co,,O,4,185.661693755,-1.38719234296
Ca8Fe6Ni2O24,Ca,,,Fe,Ni,,O,4,237.583378832,-1.29028906171
Ca8Fe7Co1O24,Ca,,,Fe,Co,,O,4,184.59131561,-1.42064112833
Ca8Fe7Ni1O24,Ca,,,Fe,Ni,,O,4,208.035658149,-1.37470598771
Ca8Fe8O24,Ca,,,Fe,,,O,3,183.350687466,-1.45426016371
Ca8Mn1Co7O24,Ca,,,Mn,Co,,O,4,132.871922401,-1.29301539112
Ca8Mn1Fe7O24,Ca,,,Mn,Fe,,O,4,185.05127539,-1.46748488874
Ca8Mn1Ni7O24,Ca,,,Mn,Ni,,O,4,366.50308111,-0.88419140674
Ca8Mn2Co6O24,Ca,,,Mn,Co,,O,4,179.65413218,-1.29353690152
Ca8Mn2Fe6O24,Ca,,,Mn,Fe,,O,4,171.490363314,-1.49597111377
Ca8Mn2Ni6O24,Ca,,,Mn,Ni,,O,4,336.224696788,-0.986801057775
Ca8Mn4Co4O24,Ca,,,Mn,Co,,O,4,168.86730174,-1.39893117234
Ca8Mn4Fe4O24,Ca,,,Mn,Fe,,O,4,156.027039162,-1.54128506384
Ca8Mn4Ni4O24,Ca,,,Mn,Ni,,O,4,276.006928145,-1.19168135984
Ca8Mn6Co2O24,Ca,,,Mn,Co,,O,4,165.118221299,-1.49728769316
Ca8Mn6Fe2O24,Ca,,,Mn,Fe,,O,4,158.03796501,-1.56912476391
Ca8Mn6Ni2O24,Ca,,,Mn,Ni,,O,4,213.314659502,-1.39903616191
Ca8Mn7Co1O24,Ca,,,Mn,Co,,O,4,183.828681079,-1.52588095357
Ca8Mn7Fe1O24,Ca,,,Mn,Fe,,O,4,157.972802935,-1.58411523895
Ca8Mn7Ni1O24,Ca,,,Mn,Ni,,O,4,186.40027518,-1.49828181295
Ca8Mn8O24,Ca,,,Mn,,,O,3,164.660390859,-1.59235296398
Ca8Ni4Co4O24,Ca,,,Ni,Co,,O,4,287.661839026,-0.990811568206
Ca8Ni6Co2O24,Ca,,,Ni,Co,,O,4,361.579777229,-0.866838536956
Ca8Ni7Co1O24,Ca,,,Ni,Co,,O,4,378.45337133,-0.824937396331
Ca8Ni8O24,Ca,,,Ni,,,O,3,397.239965431,-0.781123255706
Ca8Ti8O24,Ca,,,Ti,,,O,3,12.44807725,-2.77406679304
Ca8V8O24,Ca,,,V,,,O,3,0,-2.26036616571
Cd4Pr4Ni8O24,Cd,Pr,,Ni,,,O,4,298.368831324,-0.699772874706
Dy2Y6Co8O24,Dy,Y,,Co,,,O,4,49.2192869886,-1.86747011571
Dy2Y6Cr8O24,Dy,Y,,Cr,,,O,4,21.353923875,-2.39784342671
Dy2Y6Fe8O24,Dy,Y,,Fe,,,O,4,27.129298625,-2.13261439871
Dy2Y6Ga8O24,Dy,Y,,Ga,,,O,4,75.6574945,-2.31947683371
Dy2Y6Mn8O24,Dy,Y,,Mn,,,O,4,45.499570942,-2.22406369898
Dy2Y6Ni8O24,Dy,Y,,Ni,,,O,4,86.115789799,-1.63035324071
Dy2Y6Sc8O24,Dy,Y,,Sc,,,O,4,34.8683784583,-3.16971882071
Dy2Y6Ti8O24,Dy,Y,,Ti,,,O,4,45.407611625,-2.84960402804
Dy2Y6V8O24,Dy,Y,,V,,,O,4,0,-2.52724940071
Dy4Y4Co8O24,Dy,Y,,Co,,,O,4,56.3388158052,-1.86579108271
Dy4Y4Cr8O24,Dy,Y,,Cr,,,O,4,28.48129225,-2.39764014371
Dy4Y4Fe8O24,Dy,Y,,Fe,,,O,4,34.10036925,-2.13230361571
Dy4Y4Ga8O24,Dy,Y,,Ga,,,O,4,81.726855,-2.31932805071
Dy4Y4Mn8O24,Dy,Y,,Mn,,,O,4,52.1415070253,-2.22390716598
Dy4Y4Ni8O24,Dy,Y,,Ni,,,O,4,84.2613186157,-1.63764820771
Dy4Y4Sc8O24,Dy,Y,,Sc,,,O,4,41.137907275,-3.16888978771
Dy4Y4Ti8O24,Dy,Y,,Ti,,,O,4,51.90442725,-2.84910699504
Dy4Y4V8O24,Dy,Y,,V,,,O,4,0,-2.53412486771
Dy8Fe8O24,Dy,,,Fe,,,O,3,390.4260105,-1.78929854971
Gd2Y6Co8O24,Gd,Y,,Co,,,O,4,0,-2.26618488746
Gd2Y6Cr8O24,Gd,Y,,Cr,,,O,4,0,-2.80900119846
Gd2Y6Fe8O24,Gd,Y,,Fe,,,O,4,0,-2.53210592046
Gd2Y6Ga8O24,Gd,Y,,Ga,,,O,4,72.650127375,-2.30699360546
Gd2Y6Mn8O24,Gd,Y,,Mn,,,O,4,0,-2.58248672073
Gd2Y6Ni8O24,Gd,Y,,Ni,,,O,4,0,-2.19787051246
Gd2Y6Sc8O24,Gd,Y,,Sc,,,O,4,28.0724115312,-3.16093884246
Gd2Y6Ti8O24,Gd,Y,,Ti,,,O,4,38.778547375,-2.84270104979
Gd2Y6V8O24,Gd,Y,,V,,,O,4,0,-2.87773142246
Gd4Y4Co8O24,Gd,Y,,Co,,,O,4,0,-2.25212412621
Gd4Y4Cr8O24,Gd,Y,,Cr,,,O,4,0,-2.79859468721
Gd4Y4Fe8O24,Gd,Y,,Fe,,,O,4,0,-2.53621540921
Gd4Y4Ga8O24,Gd,Y,,Ga,,,O,4,75.14562075,-2.29492809421
Gd4Y4Mn8O24,Gd,Y,,Mn,,,O,4,0,-2.56735570948
Gd4Y4Ni8O24,Gd,Y,,Ni,,,O,4,0,-2.18572575121
Gd4Y4Sc8O24,Gd,Y,,Sc,,,O,4,27.2516126875,-3.15175408121
Gd4Y4Ti8O24,Gd,Y,,Ti,,,O,4,35.37179875,-2.83857553854
Gd4Y4V8O24,Gd,Y,,V,,,O,4,0,-2.87572166121
Gd8Fe8O24,Gd,,,Fe,,,O,3,293.7439885,-1.83164988671
Ho8Fe8O24,Ho,,,Fe,,,O,3,417.7519315,-1.76693733371
La1Pr4Mn8Zn3O24,La,Pr,Zn,Mn,,,O,5,144.746720817,-1.65142492342
La1Pr4Zn3Co8O24,La,Pr,Zn,Co,,,O,5,172.420203064,-1.25701959014
La1Pr4Zn3Fe8O24,La,Pr,Zn,Fe,,,O,5,171.679717581,-1.52636787314
La1Pr4Zn3Ni8O24,La,Pr,Zn,Ni,,,O,5,0,-1.62181946514
La1Y4Mn8Zn3O24,La,Y,Zn,Mn,,,O,5,121.204438234,-1.71225886342
La1Y4Zn3Co8O24,La,Y,Zn,Co,,,O,5,168.464956314,-1.31932803014
La1Y4Zn3Fe8O24,La,Y,Zn,Fe,,,O,5,158.367409518,-1.57966806314
La1Y4Zn3Ni8O24,La,Y,Zn,Ni,,,O,5,291.955557984,-0.984678655143
La2Sr6Cr2Fe6O24,La,Sr,,Cr,Fe,,O,5,89.81673775,-1.72299450158
La4Ba4Co4Ni4O24,La,Ba,,Co,Ni,,O,5,192.284656263,-1.28853232396
La4Ba4Co6Ni2O24,La,Ba,,Co,Ni,,O,5,150.67246806,-1.38019960521
La4Ba4Co7Ni1O24,La,Ba,,Co,Ni,,O,5,124.314123959,-1.43158549583
La4Ba4Fe1Co7O24,La,Ba,,Fe,Co,,O,5,114.40771587,-1.50249842183
La4Ba4Fe1Ni7O24,La,Ba,,Fe,Ni,,O,5,206.364163582,-1.19006393746
La4Ba4Fe2Co6O24,La,Ba,,Fe,Co,,O,5,114.507151882,-1.53837795721
La4Ba4Fe2Ni6O24,La,Ba,,Fe,Ni,,O,5,189.648364591,-1.27370236346
La4Ba4Mn1Co7O24,La,Ba,,Mn,Co,,O,5,111.920470781,-1.52317964687
La4Ba4Mn1Ni7O24,La,Ba,,Mn,Ni,,O,5,213.49368171,-1.20634266249
La4Ba4Mn2Co6O24,La,Ba,,Mn,Co,,O,5,114.498161703,-1.57477490727
La4Ba4Mn2Fe6O24,La,Ba,,Mn,Fe,,O,5,845.337300308,-1.03493736952
La4Ba4Mn2Ni6O24,La,Ba,,Mn,Ni,,O,5,201.32142318,-1.31073531352
La4Ba4Mn4Co4O24,La,Ba,,Mn,Co,,O,5,103.756754539,-1.68541717809
La4Ba4Mn4Ni4O24,La,Ba,,Mn,Ni,,O,5,154.419623787,-1.52499711559
La4Ba4Mn6Co2O24,La,Ba,,Mn,Co,,O,5,123.246629227,-1.76462619891
La4Ba4Mn6Fe2O24,La,Ba,,Mn,Fe,,O,5,83.0462436023,-1.86159701966
La4Ba4Mn6Ni2O24,La,Ba,,Mn,Ni,,O,5,118.248559781,-1.70438166766
La4Ba4Mn7Co1O24,La,Ba,,Mn,Co,,O,5,98.1125625013,-1.82874570932
La4Ba4Mn7Fe1O24,La,Ba,,Mn,Fe,,O,5,87.0459946888,-1.8681974947
La4Ba4Mn7Ni1O24,La,Ba,,Mn,Ni,,O,5,103.165152778,-1.7910718187
La4Ba4Ni4Co4O24,La,Ba,,Ni,Co,,O,5,177.346156263,-1.30347082396
La4Ba4Ni6Co2O24,La,Ba,,Ni,Co,,O,5,237.062344466,-1.19369954271
La4Ba4Ni7Co1O24,La,Ba,,Ni,Co,,O,5,236.33802852,-1.14379565208
La4Ca4Co4Ni4O24,La,Ca,,Co,Ni,,O,5,177.317832168,-1.34457285296
La4Ca4Co6Ni2O24,La,Ca,,Co,Ni,,O,5,151.356143966,-1.42058963421
La4Ca4Co7Ni1O24,La,Ca,,Co,Ni,,O,5,83.5495498644,-1.51342377483
La4Ca4Fe1Co7O24,La,Ca,,Fe,Co,,O,5,101.887891775,-1.55609195083
La4Ca4Fe1Ni7O24,La,Ca,,Fe,Ni,,O,5,252.001050484,-1.23078596646
La4Ca4Fe2Co6O24,La,Ca,,Fe,Co,,O,5,111.026327787,-1.58293248621
La4Ca4Fe2Ni6O24,La,Ca,,Fe,Ni,,O,5,230.917642395,-1.31287589246
La4Ca4Mn1Co7O24,La,Ca,,Mn,Co,,O,5,70.4378966858,-1.60573592587
La4Ca4Mn1Ni7O24,La,Ca,,Mn,Ni,,O,5,247.474246653,-1.24779994149
La4Ca4Mn2Co6O24,La,Ca,,Mn,Co,,O,5,110.209087608,-1.62013768627
La4Ca4Mn2Ni6O24,La,Ca,,Mn,Ni,,O,5,218.137284733,-1.35063059252
La4Ca4Mn4Co4O24,La,Ca,,Mn,Co,,O,5,91.2847571679,-1.73366945709
La4Ca4Mn4Ni4O24,La,Ca,,Mn,Ni,,O,5,154.707610893,-1.56104764459
La4Ca4Mn6Co2O24,La,Ca,,Mn,Co,,O,5,100.117426727,-1.81944422791
La4Ca4Mn6Fe2O24,La,Ca,,Mn,Fe,,O,5,94.837602144,-1.89493454866
La4Ca4Mn6Ni2O24,La,Ca,,Mn,Ni,,O,5,116.278718092,-1.74599894666
La4Ca4Mn7Co1O24,La,Ca,,Mn,Co,,O,5,96.9267962097,-1.86360098832
La4Ca4Mn7Fe1O24,La,Ca,,Mn,Fe,,O,5,94.433508918,-1.9011995237
La4Ca4Mn7Ni1O24,La,Ca,,Mn,Ni,,O,5,102.79458377,-1.8318143477
La4Ca4Ni4Co4O24,La,Ca,,Ni,Co,,O,5,179.999332168,-1.34189135296
La4Ca4Ni6Co2O24,La,Ca,,Ni,Co,,O,5,238.522270371,-1.23331332171
La4Ca4Ni7Co1O24,La,Ca,,Ni,Co,,O,5,253.019864472,-1.19378818108
La4Dy4Co8O24,La,Dy,,Co,,,O,4,70.8357719052,-1.82824885846
La4Dy4Cr8O24,La,Dy,,Cr,,,O,4,0,-2.43838766946
La4Dy4Fe8O24,La,Dy,,Fe,,,O,4,0,-2.18440364146
La4Dy4Ga8O24,La,Dy,,Ga,,,O,4,32.0782685125,-2.36095707646
La4Dy4Mn8O24,La,Dy,,Mn,,,O,4,60.521912442,-2.20301369173
La4Dy4Ni8O24,La,Dy,,Ni,,,O,4,181.910774716,-1.51695348346
La4Dy4Sc8O24,La,Dy,,Sc,,,O,4,0,-3.20779556346
La4Dy4Ti8O24,La,Dy,,Ti,,,O,4,60.680276625,-2.83942877079
La4Dy4V8O24,La,Dy,,V,,,O,4,45.433214,-2.46511164346
La4Gd4Co8O24,La,Gd,,Co,,,O,4,0,-2.19489140196
La4Gd4Cr8O24,La,Gd,,Cr,,,O,4,0,-2.77598046296
La4Gd4Fe8O24,La,Gd,,Fe,,,O,4,0,-2.53059693496
La4Gd4Ga8O24,La,Gd,,Ga,,,O,4,89.2356505937,-2.27288561996
La4Gd4Mn8O24,La,Gd,,Mn,,,O,4,0,-2.55747998523
La4Gd4Sc8O24,La,Gd,,Sc,,,O,4,29.653255,-3.14174760696
La4Gd4Ti8O24,La,Gd,,Ti,,,O,4,34.149398125,-2.83889556429
La4Gd4V8O24,La,Gd,,V,,,O,4,0,-2.87225118696
La4Ho4Co8O24,La,Ho,,Co,,,O,4,71.2267570302,-1.83332800046
La4Ho4Cr8O24,La,Ho,,Cr,,,O,4,0,-2.43957006146
La4Ho4Fe8O24,La,Ho,,Fe,,,O,4,0,-2.18551303346
La4Ho4Ga8O24,La,Ho,,Ga,,,O,4,33.56831065,-2.36206646846
La4Ho4Mn8O24,La,Ho,,Mn,,,O,4,65.031271442,-2.20356433373
La4Ho4Ni8O24,La,Ho,,Ni,,,O,4,189.644509841,-1.51468987546
La4Ho4Sc8O24,La,Ho,,Sc,,,O,4,0.992490624999,-3.20850020546
La4Ho4Ti8O24,La,Ho,,Ti,,,O,4,62.110810625,-2.84020866279
La4Ho4V8O24,La,Ho,,V,,,O,4,47.26926175,-2.46547803546
La4Nd4Co8O24,La,Nd,,Co,,,O,4,41.1709055302,-1.80025783896
La4Nd4Cr8O24,La,Nd,,Cr,,,O,4,0,-2.40601889996
La4Nd4Fe8O24,La,Nd,,Fe,,,O,4,0,-2.15323712196
La4Nd4Ga8O24,La,Nd,,Ga,,,O,4,15.4429064062,-2.33016130696
La4Nd4Mn8O24,La,Nd,,Mn,,,O,4,40.835433942,-2.17396092223
La4Nd4Ni8O24,La,Nd,,Ni,,,O,4,133.559658341,-1.50764871396
La4Nd4Sc8O24,La,Nd,,Sc,,,O,4,0,-3.18007504396
La4Nd4Ti8O24,La,Nd,,Ti,,,O,4,40.797316625,-2.81744025129
La4Sm4Co8O24,La,Sm,,Co,,,O,4,59.0546828427,-1.80238655846
La4Sm4Cr8O24,La,Sm,,Cr,,,O,4,0,-2.41849386946
La4Sm4Fe8O24,La,Sm,,Fe,,,O,4,0,-2.16513759146
La4Sm4Ga8O24,La,Sm,,Ga,,,O,4,22.3715508958,-2.34197252646
La4Sm4Mn8O24,La,Sm,,Mn,,,O,4,44.850516692,-2.18372914173
La4Sm4Ni8O24,La,Sm,,Ni,,,O,4,150.508185653,-1.51071268346
La4Sm4Sc8O24,La,Sm,,Sc,,,O,4,0,-3.19075701346
La4Sm4Ti8O24,La,Sm,,Ti,,,O,4,50.8263675,-2.82293922079
La4Sm4V8O24,La,Sm,,V,,,O,4,13.39023875,-2.44601559346
La4Sr4Co4Ni4O24,La,Sr,,Co,Ni,,O,5,136.443088216,-1.35838893696
La4Sr4Co6Ni2O24,La,Sr,,Co,Ni,,O,5,97.3721500131,-1.44751496821
La4Sr4Co7Ni1O24,La,Sr,,Co,Ni,,O,5,79.3248059118,-1.49058985883
La4Sr4Fe1Co7O24,La,Sr,,Fe,Co,,O,5,71.0448978223,-1.55987628483
La4Sr4Fe1Ni7O24,La,Sr,,Fe,Ni,,O,5,191.404536145,-1.25002980046
La4Sr4Fe2Co6O24,La,Sr,,Fe,Co,,O,5,78.9063338342,-1.58799382021
La4Sr4Fe2Ni6O24,La,Sr,,Fe,Ni,,O,5,173.746535716,-1.33325497646
La4Sr4Mn1Co7O24,La,Sr,,Mn,Co,,O,5,68.4009027332,-1.58071425987
La4Sr4Mn1Ni7O24,La,Sr,,Mn,Ni,,O,5,204.554893762,-1.25733402549
La4Sr4Mn2Co6O24,La,Sr,,Mn,Co,,O,5,55.9498436559,-1.64733827027
La4Sr4Mn4Co4O24,La,Sr,,Mn,Co,,O,5,54.6384029447,-1.75414029109
La4Sr4Mn4Ni4O24,La,Sr,,Mn,Ni,,O,5,117.792276816,-1.58256997859
La4Sr4Mn6Co2O24,La,Sr,,Mn,Co,,O,5,59.5241562349,-1.84232881191
La4Sr4Mn6Fe2O24,La,Sr,,Mn,Fe,,O,5,45.293214144,-1.91932613266
La4Sr4Mn6Ni2O24,La,Sr,,Mn,Ni,,O,5,83.1507295945,-1.76639778066
La4Sr4Mn7Co1O24,La,Sr,,Mn,Co,,O,5,60.2850907134,-1.88707032232
La4Sr4Mn7Fe1O24,La,Sr,,Mn,Fe,,O,5,53.128244668,-1.9256103577
La4Sr4Mn7Ni1O24,La,Sr,,Mn,Ni,,O,5,69.2085003268,-1.8527586817
La4Sr4Ni4Co4O24,La,Sr,,Ni,Co,,O,5,132.211588216,-1.36262043696
La4Sr4Ni6Co2O24,La,Sr,,Ni,Co,,O,5,178.519868287,-1.25850415571
La4Sr4Ni7Co1O24,La,Sr,,Ni,Co,,O,5,193.51782743,-1.21292776508
La5Mn8Zn3O24,La,Zn,,Mn,,,O,4,145.936465692,-1.67877663917
La5Sr3Fe6Co2O24,La,Sr,,Fe,Co,,O,5,47.0862504559,-1.82852682439
La5Zn3Co8O24,La,Zn,,Co,,,O,4,181.659746314,-1.28328280589
La5Zn3Fe8O24,La,Zn,,Fe,,,O,4,176.193352581,-1.55518383889
La5Zn3Ni8O24,La,Zn,,Ni,,,O,4,304.216097984,-0.949567680893
La6Dy2Co8O24,La,Dy,,Co,,,O,4,59.5521104052,-1.82269927933
La6Dy2Fe8O24,La,Dy,,Fe,,,O,4,0,-2.17712556233
La6Dy2Ga8O24,La,Dy,,Ga,,,O,4,25.3695907381,-2.35253849733
La6Dy2Mn8O24,La,Dy,,Mn,,,O,4,53.842554067,-2.19695111261
La6Dy2Ni8O24,La,Dy,,Ni,,,O,4,157.374363216,-1.52465665433
La6Dy2Sc8O24,La,Dy,,Sc,,,O,4,0,-3.20421573433
La6Dy2Ti8O24,La,Dy,,Ti,,,O,4,52.6296356875,-2.84102844166
La6Dy2V8O24,La,Dy,,V,,,O,4,44.856381,-2.46008906433
La6Gd2Co8O24,La,Gd,,Co,,,O,4,0,-2.20774755108
La6Gd2Cr8O24,La,Gd,,Cr,,,O,4,0,-2.78164186208
La6Gd2Fe8O24,La,Gd,,Fe,,,O,4,0,-2.52881483408
La6Gd2Ga8O24,La,Gd,,Ga,,,O,4,85.9609736131,-2.27645651908
La6Gd2Mn8O24,La,Gd,,Mn,,,O,4,0,-2.56041988436
La6Gd2Ni8O24,La,Gd,,Ni,,,O,4,0,-2.16258042608
La6Gd2Sc8O24,La,Gd,,Sc,,,O,4,30.22875,-3.14737525608
La6Gd2Ti8O24,La,Gd,,Ti,,,O,4,34.5198214375,-2.84560621341
La6Gd2V8O24,La,Gd,,V,,,O,4,0,-2.87237833608
La6Hf2Mn6Zn2O24,La,Zn,,Mn,Hf,,O,5,129.676557394,-2.14966329829
La6Hf2Zn2Co6O24,La,Zn,,Co,Hf,,O,5,146.594935546,-1.87301298583
La6Hf2Zn2Fe6O24,La,Zn,,Fe,Hf,,O,5,156.51523,-2.06464644808
La6Hf2Zn2Ni6O24,La,Zn,,Ni,Hf,,O,5,214.252915662,-1.64784214208
La6Ho2Cr8O24,La,Ho,,Cr,,,O,4,0,-2.43011791133
La6Ho2Fe8O24,La,Ho,,Fe,,,O,4,0,-2.17333163333
La6Ho2Ga8O24,La,Ho,,Ga,,,O,4,26.8282538631,-2.35222006833
La6Ho2Mn8O24,La,Ho,,Mn,,,O,4,56.751733567,-2.19657193361
La6Ho2Ni8O24,La,Ho,,Ni,,,O,4,161.615855778,-1.52315022533
La6Ho2Sc8O24,La,Ho,,Sc,,,O,4,0,-3.20390755533
La6Ho2Ti8O24,La,Ho,,Ti,,,O,4,55.3782776875,-2.83938501266
La6Ho2V8O24,La,Ho,,V,,,O,4,47.619279875,-2.45842738533
La6Mn6Nb2Zn2O24,La,Zn,,Mn,Nb,,O,5,106.566685144,-2.07144718454
La6Mn8Zn2O24,La,Zn,,Mn,,,O,4,94.573625692,-1.86791902061
La6Nb2Zn2Co6O24,La,Zn,,Co,Nb,,O,5,143.14427,-1.80392537208
La6Nb2Zn2Fe6O24,La,Zn,,Fe,Nb,,O,5,110.462825,-1.99198833433
La6Nb2Zn2Ni6O24,La,Zn,,Ni,Nb,,O,5,185.182334608,-1.61172202833
La6Nd2Co8O24,La,Nd,,Co,,,O,4,33.9191772177,-1.81950426958
La6Nd2Cr8O24,La,Nd,,Cr,,,O,4,0,-2.41815333058
La6Nd2Fe8O24,La,Nd,,Fe,,,O,4,0,-2.16561180258
La6Nd2Ga8O24,La,Nd,,Ga,,,O,4,12.6328149464,-2.34167498758
La6Nd2Mn8O24,La,Nd,,Mn,,,O,4,40.254439817,-2.18616960286
La6Nd2Ni8O24,La,Nd,,Ni,,,O,4,131.304680028,-1.52189839458
La6Nd2Sc8O24,La,Nd,,Sc,,,O,4,0,-3.19395422458
La6Nd2V8O24,La,Nd,,V,,,O,4,35.46209575,-2.44930505458
La6Sm2Co8O24,La,Sm,,Co,,,O,4,43.192815874,-1.82023687933
La6Sm2Cr8O24,La,Sm,,Cr,,,O,4,0,-2.42340544033
La6Sm2Fe8O24,La,Sm,,Fe,,,O,4,0,-2.17060891233
La6Sm2Ga8O24,La,Sm,,Ga,,,O,4,17.3373103214,-2.34644034733
La6Sm2Mn8O24,La,Sm,,Mn,,,O,4,43.488231192,-2.18982746261
La6Sm2Ni8O24,La,Sm,,Ni,,,O,4,140.198318684,-1.52301100433
La6Sm2Sc8O24,La,Sm,,Sc,,,O,4,0,-3.19836783433
La6Sm2Ti8O24,La,Sm,,Ti,,,O,4,42.324806125,-2.83816154166
La6Sm2V8O24,La,Sm,,V,,,O,4,26.169518375,-2.45320641433
La6Ta2Mn6Zn2O24,La,Zn,,Mn,Ta,,O,5,96.279210144,-2.13503678104
La6Ta2Zn2Co6O24,La,Zn,,Co,Ta,,O,5,140.87646025,-1.86426796858
La6Ta2Zn2Fe6O24,La,Zn,,Fe,Ta,,O,5,110.503751,-2.04801093083
La6Ta2Zn2Ni6O24,La,Zn,,Ni,Ta,,O,5,186.835774858,-1.66814337483
La6Ti2Mn6Zn2O24,La,Zn,,Mn,Ti,,O,5,95.946943894,-2.11655410287
La6Ti2Zn2Co6O24,La,Zn,,Co,Ti,,O,5,140.791488296,-1.82437329041
La6Ti2Zn2Fe6O24,La,Zn,,Fe,Ti,,O,5,99.671795625,-2.06007425266
La6Ti2Zn2Ni6O24,La,Zn,,Ni,Ti,,O,5,202.290968412,-1.60536094666
La6Zn2Co8O24,La,Zn,,Co,,,O,4,121.202058532,-1.47742043733
La6Zn2Fe8O24,La,Zn,,Fe,,,O,4,120.565464054,-1.75143597033
La6Zn2Ni8O24,La,Zn,,Ni,,,O,4,241.991215895,-1.14893056233
La6Zr2Mn6Zn2O24,La,Zn,,Mn,Zr,,O,5,95.343111144,-2.14731779654
La6Zr2Zn2Co6O24,La,Zn,,Co,Zr,,O,5,114.194239296,-1.86873473408
La6Zr2Zn2Fe6O24,La,Zn,,Fe,Zr,,O,5,120.15628375,-2.06432644633
La6Zr2Zn2Ni6O24,La,Zn,,Ni,Zr,,O,5,200.047469412,-1.62536864033
La7Mn8Zn1O24,La,Zn,,Mn,,,O,4,64.766785692,-2.03550540204
La7Zn1Co8O24,La,Zn,,Co,,,O,4,73.7475037184,-1.65827281877
La7Zn1Fe8O24,La,Zn,,Fe,,,O,4,79.884325527,-1.93274135177
La7Zn1Ni8O24,La,Zn,,Ni,,,O,4,188.139583805,-1.33992019377
La8Co1Ni7O24,La,,,Co,Ni,,O,4,108.979857614,-1.58124546583
La8Co2Ni6O24,La,,,Co,Ni,,O,4,86.4067635131,-1.62884610646
La8Co4Ni4O24,La,,,Co,Ni,,O,4,55.7153253105,-1.70959263771
La8Co6Ni2O24,La,,,Co,Ni,,O,4,47.0181371079,-1.76834491896
La8Co7Ni1O24,La,,,Co,Ni,,O,4,48.9115430065,-1.79147905958
La8Co8O24,La,,,Co,,,O,3,25.8389489052,-1.83957920021
La8Cr1Co7O24,La,,,Cr,Co,,O,4,34.4706557296,-1.89858508283
